NF;Série;CD;CIA;Emissão;Cód. do cliente;Cliente;Código do vendedor;Vendedor;Trecho atual;Transportadora;Valor do frete;Peso;Valor da NF;Volume;Embarque;Romaneio;Data de entrega;Data de baixa;Telefone;Previsão de entrega;Limite de entrega;Status
1432170;4;CD01;CD01;27/04/2024 00:00;1010924;SM. GUIDOLIN CENTRAL LTDA ;717;Humberto - Humbert´s;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;73,76;1.316,62;15;27/04/2024 19:56;425874;02/05/2024 11:19;06/05/2024;Baixa Web Jetta Transportes LTDA - Rafaela;07/05/2024 23:30;08/05/2024 00:30;Entregue com ocorrência
1432169;4;CD01;CD01;27/04/2024 00:00;1009918;SM. BIG BOM LTDA ;717;Humberto - Humbert´s;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;55,032;1.041,64;6;27/04/2024 19:56;425874;02/05/2024 15:27;06/05/2024;Baixa Web Jetta Transportes LTDA - Rafaela;07/05/2024 23:30;08/05/2024 00:30;Entregue com ocorrência
1432168;4;CD01;CD01;27/04/2024 00:00;1008895;PRISCILA S.S. BATISTELA - ME ;210;José Carlos - LUNIER;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;36,26;788,98;5;27/04/2024 19:56;425874;06/05/2024 12:50;06/05/2024;Baixa Web Jetta Transportes LTDA - Rafaela;06/05/2024 23:30;06/05/2024 23:30;Entregue com ocorrência
1432167;4;CD01;CD01;27/04/2024 00:00;1008768;SUPERMERCADO CONVEM DE PERDOES LTDA ;716;Mora - Mora Repres.;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;45,561;773,8;6;27/04/2024 19:56;425874;02/05/2024 13:00;06/05/2024;Baixa Web Jetta Transportes LTDA - Rafaela;06/05/2024 23:30;06/05/2024 23:30;Entregue com ocorrência
1432166;4;CD01;CD01;27/04/2024 00:00;1008311;SM. JARDIM DOS CALEGARIS L ;702;Emilio - R. E. Pagli;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;87,138;1.573,80;12;27/04/2024 19:56;425874;02/05/2024 11:00;06/05/2024;Baixa Web Jetta Transportes LTDA - Rafaela;07/05/2024 23:30;08/05/2024 00:30;Entregue com ocorrência
1432165;4;CD01;CD01;27/04/2024 00:00;1008200;SEMPREFESTA ENFEITES E DECORACOES LTDA EPP;201;Osvaldo - LUNIER;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;25,782;460,82;2;27/04/2024 19:56;425874;02/05/2024 12:59;06/05/2024;Baixa Web Jetta Transportes LTDA - Rafaela;06/05/2024 23:30;06/05/2024 23:30;Entregue com ocorrência
1432164;4;CD01;CD01;27/04/2024 00:00;1008058;A.J. BAIS DOCES ;210;José Carlos - LUNIER;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;897;11.850,77;100;27/04/2024 19:56;425874;02/05/2024 12:47;06/05/2024;Baixa Web Jetta Transportes LTDA - Rafaela;06/05/2024 23:30;06/05/2024 23:30;Entregue com ocorrência
1432163;4;CD01;CD01;27/04/2024 00:00;1004003;SUPERMERCADO DO HAKUO LTDA ;716;Mora - Mora Repres.;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;81,48;1.512,95;13;27/04/2024 19:56;425874;06/05/2024 12:58;06/05/2024;Baixa Web Jetta Transportes LTDA - Rafaela;06/05/2024 23:30;06/05/2024 23:30;Entregue com ocorrência
1432162;4;CD01;CD01;27/04/2024 00:00;1003446;RODRIGUES E PEREIRA CORDEIROPOLIS L SM. KITANDAO;705;Gasparini - J. G. Re;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;100,037;1.890,95;18;27/04/2024 19:56;425874;30/04/2024 11:39;02/05/2024;Baixa Web Jetta Transportes LTDA - Rafaela;06/05/2024 23:30;06/05/2024 23:30;Entregue com ocorrência
1432161;4;CD01;CD01;27/04/2024 00:00;1003181;CATO ANTONIELE E CIA LTDA CATO SM.;706;Bertolino M. F. Camp;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;182,465;3.426,29;39;27/04/2024 19:56;425874;02/05/2024 12:44;06/05/2024;Baixa Web Jetta Transportes LTDA - Rafaela;07/05/2024 23:30;08/05/2024 00:30;Entregue com ocorrência
1432160;4;CD01;CD01;27/04/2024 00:00;1002859;SM. JARDIM CALEGARIS LTDA SM. JARDIM CALEGARIS;702;Emilio - R. E. Pagli;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;124,121;2.001,62;15;27/04/2024 19:56;425874;02/05/2024 11:02;06/05/2024;Baixa Web Jetta Transportes LTDA - Rafaela;07/05/2024 23:30;08/05/2024 00:30;Entregue com ocorrência
1432159;4;CD01;CD01;27/04/2024 00:00;1002756;CATO ANTONIALE E CIA LTDA SM. CATO;706;Bertolino M. F. Camp;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;223,402;4.262,57;50;27/04/2024 19:56;425874;02/05/2024 12:39;06/05/2024;Baixa Web Jetta Transportes LTDA - Rafaela;07/05/2024 23:30;08/05/2024 00:30;Entregue com ocorrência
1432158;4;CD01;CD01;27/04/2024 00:00;1001961;SM. BIG BOM LTDA ;717;Humberto - Humbert´s;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;70,119;1.385,16;9;27/04/2024 19:56;425874;02/05/2024 15:25;06/05/2024;Baixa Web Jetta Transportes LTDA - Rafaela;07/05/2024 23:30;08/05/2024 00:30;Entregue com ocorrência
1432157;4;CD01;CD01;27/04/2024 00:00;1001624;VIEIRA MELO COM.PROD.ALIM. LTDA EPP COM. STA. HELENA - ATACADO;210;José Carlos - LUNIER;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;115,15;1.363,42;11;27/04/2024 19:56;425874;02/05/2024 15:28;06/05/2024;Baixa Web Jetta Transportes LTDA - Rafaela;06/05/2024 23:30;07/05/2024 00:30;Entregue com ocorrência
1432156;4;CD01;CD01;27/04/2024 00:00;1001188;ANTONIO CARLOS BASSO RIO CLARO EIRE ;705;Gasparini - J. G. Re;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;128,9;2.262,23;23;27/04/2024 19:56;425874;30/04/2024 11:50;02/05/2024;Baixa Web Jetta Transportes LTDA - Rafaela;06/05/2024 23:30;06/05/2024 23:30;Entregue com ocorrência
1432155;4;CD01;CD01;27/04/2024 00:00;1000376;A.A. DE MELO E CIA LTDA ;706;Bertolino M. F. Camp;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;130,539;2.851,65;33;27/04/2024 19:56;425874;30/04/2024 13:50;02/05/2024;Baixa Web Jetta Transportes LTDA - Rafaela;06/05/2024 23:30;07/05/2024 00:30;Entregue com ocorrência
1432154;4;CD01;CD01;27/04/2024 00:00;1000288;TABO COM. DE ALIM. LTDA ;717;Humberto - Humbert´s;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;37,574;832,64;5;27/04/2024 19:56;425874;02/05/2024 15:22;06/05/2024;Baixa Web Jetta Transportes LTDA - Rafaela;07/05/2024 23:30;08/05/2024 00:30;Entregue com ocorrência
1432153;4;CD01;CD01;27/04/2024 00:00;1000029;HIGA PRODUTOS ALIMENTICIOS LTDA ;201;Osvaldo - LUNIER;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;464,076;6.762,37;36;27/04/2024 19:56;425874;30/04/2024 11:37;02/05/2024;Baixa Web Jetta Transportes LTDA - Rafaela;07/05/2024 23:30;08/05/2024 00:30;Entregue com ocorrência
1432152;4;CD01;CD01;27/04/2024 00:00;1023213;AVANT DISTRIBUIDORA DE ALIMENTOS LT ;982;CASA/DE SUP.CAMPINAS;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;215,3;12.072,92;38;27/04/2024 19:56;425874;30/04/2024 11:26;02/05/2024;Baixa Web Jetta Transportes LTDA - Rafaela;07/05/2024 23:30;08/05/2024 00:30;Entregue com ocorrência
1432151;4;CD01;CD01;27/04/2024 00:00;1020473;DISTRIBUIDORA DE BEBIDAS JC LTDA EP ;982;CASA/DE SUP.CAMPINAS;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;23,3;920,22;8;27/04/2024 19:56;425874;02/05/2024 12:22;06/05/2024;Baixa Web Jetta Transportes LTDA - Rafaela;06/05/2024 23:30;06/05/2024 23:30;Entregue com ocorrência
1432150;4;CD01;CD01;27/04/2024 00:00;1010633;AVILLA JUNIOR DISTRIBUIDORA DE ALIMENTOS EIRELI - ME;889;AVILLA DIST / SP;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;66,15;3.505,11;14;27/04/2024 19:56;425874;07/05/2024 15:36;09/05/2024;Baixa Web Jetta Transportes LTDA - Rafaela;06/05/2024 23:30;06/05/2024 23:30;Entregue com ocorrência
1432149;4;CD01;CD01;27/04/2024 00:00;1047826;NASTARO E NICOLETI SUPERMERCADOS LT DA;705;Gasparini - J. G. Re;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;7,834;145,69;2;27/04/2024 19:56;425874;30/04/2024 11:58;02/05/2024;Baixa Web Jetta Transportes LTDA - Rafaela;07/05/2024 23:30;08/05/2024 00:30;Entregue com ocorrência
1432148;4;CD01;CD01;27/04/2024 00:00;1047826;NASTARO E NICOLETI SUPERMERCADOS LT DA;705;Gasparini - J. G. Re;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;1,154;39,05;1;27/04/2024 19:56;425874;30/04/2024 11:57;02/05/2024;Baixa Web Jetta Transportes LTDA - Rafaela;07/05/2024 23:30;08/05/2024 00:30;Entregue com ocorrência
1432147;4;CD01;CD01;27/04/2024 00:00;1043669;D NASTARO SUPERMERCADOS LTDA;705;Gasparini - J. G. Re;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;3,387;63,9;1;27/04/2024 19:56;425874;30/04/2024 14:11;02/05/2024;Baixa Web Jetta Transportes LTDA - Rafaela;07/05/2024 23:30;08/05/2024 00:30;Entregue com ocorrência
1432146;4;CD01;CD01;27/04/2024 00:00;1035101;SIM EMPREENDIMENTOS COMERCIAIS - SUPERMERCADOS LTDA;716;Mora - Mora Repres.;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;1,69;66,89;1;27/04/2024 19:56;425874;02/05/2024 15:43;06/05/2024;Baixa Web Jetta Transportes LTDA - Rafaela;06/05/2024 23:30;06/05/2024 23:30;Entregue com ocorrência
1432145;4;CD01;CD01;27/04/2024 00:00;1034117;SUPERMERCADO CORREIA M.A.A.M. PERBO PRODUTOS ALIMENTICIOS VOTORANTIM LT;709;Silva - Robdan Com.;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;5,801;96,62;1;27/04/2024 19:56;425874;02/05/2024 12:35;06/05/2024;Baixa Web Jetta Transportes LTDA - Rafaela;06/05/2024 23:30;07/05/2024 00:30;Entregue com ocorrência
1432144;4;CD01;CD01;27/04/2024 00:00;1032500;D NASTARO SUPERMERCADOS EIRELI ;705;Gasparini - J. G. Re;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;3,387;60,07;1;27/04/2024 19:56;425874;30/04/2024 13:52;02/05/2024;Baixa Web Jetta Transportes LTDA - Rafaela;07/05/2024 23:30;08/05/2024 00:30;Entregue com ocorrência
1432143;4;CD01;CD01;27/04/2024 00:00;1032499;D NASTARO SUPERMERCADOS EIRELI ;705;Gasparini - J. G. Re;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;4,44;85,62;1;27/04/2024 19:56;425874;30/04/2024 14:16;02/05/2024;Baixa Web Jetta Transportes LTDA - Rafaela;07/05/2024 23:30;08/05/2024 00:30;Entregue com ocorrência
1432142;4;CD01;CD01;27/04/2024 00:00;1032499;D NASTARO SUPERMERCADOS EIRELI ;705;Gasparini - J. G. Re;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;1,154;44,37;1;27/04/2024 19:56;425874;30/04/2024 14:15;02/05/2024;Baixa Web Jetta Transportes LTDA - Rafaela;07/05/2024 23:30;08/05/2024 00:30;Entregue com ocorrência
1432141;4;CD01;CD01;27/04/2024 00:00;1001188;ANTONIO CARLOS BASSO RIO CLARO EIRE ;705;Gasparini - J. G. Re;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;3,305;58,66;1;27/04/2024 19:56;425874;30/04/2024 11:48;02/05/2024;Baixa Web Jetta Transportes LTDA - Rafaela;06/05/2024 23:30;06/05/2024 23:30;Entregue com ocorrência
1430651;4;CD01;CD01;22/04/2024 00:00;1045714;GRILO ATACAREJO LTDA;705;Gasparini - J. G. Re;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;0,1;407,89;1;22/04/2024 20:09;424550;02/05/2024 14:35;06/05/2024;Baixa Web Jetta Transportes LTDA - Rafaela;29/04/2024 23:30;30/04/2024 00:30;Entregue com ocorrência
1430650;4;CD01;CD01;22/04/2024 00:00;1045715;GRILO ATACAREJO LTDA;705;Gasparini - J. G. Re;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;0,1;407,89;1;22/04/2024 20:09;424550;26/04/2024 15:51;29/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;29/04/2024 23:30;30/04/2024 00:30;Entregue com ocorrência
1430649;4;CD01;CD01;22/04/2024 00:00;1045713;GRILO ATACAREJO LTDA;705;Gasparini - J. G. Re;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;0,1;407,89;1;22/04/2024 20:09;424550;02/05/2024 12:27;06/05/2024;Baixa Web Jetta Transportes LTDA - Rafaela;29/04/2024 23:30;30/04/2024 00:30;Entregue com ocorrência
1430648;4;CD01;CD01;22/04/2024 00:00;1045712;GRILO ATACAREJO LTDA;705;Gasparini - J. G. Re;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;0,1;407,89;1;22/04/2024 20:09;424550;02/05/2024 14:08;06/05/2024;Baixa Web Jetta Transportes LTDA - Rafaela;29/04/2024 23:30;30/04/2024 00:30;Entregue com ocorrência
1430234;4;CD01;CD01;20/04/2024 00:00;1046335;REMARO COMERCIAL LTDA;706;Bertolino M. F. Camp;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;74,873;1.496,93;19;20/04/2024 13:29;424049;25/04/2024 10:37;29/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;29/04/2024 23:30;30/04/2024 00:30;Entregue com ocorrência
1430233;4;CD01;CD01;20/04/2024 00:00;1038310;BERTOLINI EMBALAGENS EIRELI;691;Humberts / Junior;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;25,78;437,82;2;20/04/2024 13:29;424049;25/04/2024 15:42;29/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;29/04/2024 23:30;30/04/2024 00:30;Entregue com ocorrência
1430232;4;CD01;CD01;20/04/2024 00:00;1036718;ANTONELLI SUPERMERCADO LTDA;717;Humberto - Humbert´s;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;68,789;1.214,82;11;20/04/2024 13:29;424049;24/04/2024 11:38;29/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;29/04/2024 23:30;30/04/2024 00:30;Entregue com ocorrência
1430231;4;CD01;CD01;20/04/2024 00:00;1034592;CND 27 COMERCIO DE UTILIDADES LTDA ;210;José Carlos - LUNIER;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;14,192;265,28;2;20/04/2024 13:29;424049;30/04/2024 11:40;02/05/2024;Baixa Web Jetta Transportes LTDA - Rafaela;26/04/2024 23:30;30/04/2024 23:59;Entregue com ocorrência
1430230;4;CD01;CD01;20/04/2024 00:00;1034427;FEST CHOC COMERCIO DE EMBALAGENS LT;691;Humberts / Junior;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;235,924;3.088,47;26;20/04/2024 13:29;424049;25/04/2024 14:55;29/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;26/04/2024 23:30;26/04/2024 23:30;Entregue com ocorrência
1430229;4;CD01;CD01;20/04/2024 00:00;1034287;S. A SERRANO SUPERMERCADO EIRELI ;716;Mora - Mora Repres.;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;23,07;449,68;4;20/04/2024 13:29;424049;24/04/2024 14:56;29/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;26/04/2024 23:30;26/04/2024 23:30;Entregue com ocorrência
1430228;4;CD01;CD01;20/04/2024 00:00;1033706;S V GIGA COMERCIO DE PRESENTES LTDA ;102;Valdir - Lobo Repres;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;663,886;10.664,58;171;20/04/2024 13:29;424049;24/04/2024 11:36;29/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;29/04/2024 23:30;30/04/2024 00:30;Entregue com ocorrência
1430227;4;CD01;CD01;20/04/2024 00:00;1032897;SIM EMPREENDIMENTOS COMERCIAIS SUPERMERCADOS LTDA;716;Mora - Mora Repres.;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;45,052;928,23;8;20/04/2024 13:29;424049;24/04/2024 14:46;29/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;26/04/2024 23:30;26/04/2024 23:30;Entregue com ocorrência
1430226;4;CD01;CD01;20/04/2024 00:00;1031065;S. V. GIGA COMERCIO DE PRESENTES LT ;102;Valdir - Lobo Repres;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;273,588;3.964,45;44;20/04/2024 13:29;424049;24/04/2024 11:34;29/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;29/04/2024 23:30;30/04/2024 00:30;Entregue com ocorrência
1430225;4;CD01;CD01;20/04/2024 00:00;1029444;CARLINHOS DISTRIBUIDORA DE PRODUTOS LTDA;691;Humberts / Junior;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;52,636;1.012,56;8;20/04/2024 13:29;424049;24/04/2024 06:49;30/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;26/04/2024 23:30;26/04/2024 23:30;Entregue com ocorrência
1430224;4;CD01;CD01;20/04/2024 00:00;1028773;INFANGER E CIA LTDA ;702;Emilio - R. E. Pagli;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;334,426;6.217,47;73;20/04/2024 13:29;424049;24/04/2024 12:09;29/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;26/04/2024 23:30;26/04/2024 23:30;Entregue com ocorrência
1430223;4;CD01;CD01;20/04/2024 00:00;1028038;CND 27 COMERCIO DE UTILIDADES LTDA ;210;José Carlos - LUNIER;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;17,867;407,12;3;20/04/2024 13:29;424049;30/04/2024 11:47;02/05/2024;Baixa Web Jetta Transportes LTDA - Rafaela;26/04/2024 23:30;26/04/2024 23:30;Entregue com ocorrência
1430222;4;CD01;CD01;20/04/2024 00:00;1027401;SAVEGNAGO SUPERMERCADOS LTDA ;693;RICARDO/RIB.PRETO;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;74;965,76;8;20/04/2024 13:29;424049;07/05/2024 15:37;09/05/2024;Baixa Web Jetta Transportes LTDA - Rafaela;29/04/2024 23:30;30/04/2024 00:30;Entregue com ocorrência
1430221;4;CD01;CD01;20/04/2024 00:00;1026711;LUCAS HENRIQUE TEIXEIRA PIRES LOJA DE VARIEDADES ME;691;Humberts / Junior;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;16,682;359,46;5;20/04/2024 13:29;424049;24/04/2024 12:08;29/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;26/04/2024 23:30;26/04/2024 23:30;Entregue com ocorrência
1430220;4;CD01;CD01;20/04/2024 00:00;1026516;SUMERBOL SUPERMERCADOS LTDA ;706;Bertolino M. F. Camp;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;554,732;9.883,26;107;20/04/2024 13:29;424049;25/04/2024 10:34;29/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;29/04/2024 23:30;30/04/2024 00:30;Entregue com ocorrência
1430219;4;CD01;CD01;20/04/2024 00:00;1025970;NORTESUL  DE PRODUTOS  ALIMENTICIOS E PERFUMARIA LTDA - ME;648;NORTESUL/Capivari;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;2.045,33;31.736,03;653;20/04/2024 13:29;424049;24/04/2024 11:35;29/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;29/04/2024 23:30;30/04/2024 00:30;Entregue com ocorrência
1430218;4;CD01;CD01;20/04/2024 00:00;1025869;UNIAO COMERCIO ATACADISTA E VAREJISTA LTDA;716;Mora - Mora Repres.;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;51,343;917,14;9;20/04/2024 13:29;424049;24/04/2024 15:42;29/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;26/04/2024 23:30;26/04/2024 23:30;Entregue com ocorrência
1430217;4;CD01;CD01;20/04/2024 00:00;1022235;UNIAO COMERCIO ATACADISTA E VAREJIS LTDA;716;Mora - Mora Repres.;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;105,043;2.002,17;21;20/04/2024 13:29;424049;24/04/2024 14:45;29/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;26/04/2024 23:30;26/04/2024 23:30;Entregue com ocorrência
1430216;4;CD01;CD01;20/04/2024 00:00;1022234;UNIAO COMERCIO ATACADISTA E VAREJIS LTDA;716;Mora - Mora Repres.;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;74,962;1.478,12;15;20/04/2024 13:29;424049;24/04/2024 14:41;29/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;26/04/2024 23:30;26/04/2024 23:30;Entregue com ocorrência
1430215;4;CD01;CD01;20/04/2024 00:00;1020378;UNISUPER UNIAO SUPERMERCADO LTDA ;716;Mora - Mora Repres.;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;49,437;1.026,11;8;20/04/2024 13:29;424049;24/04/2024 14:57;29/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;26/04/2024 23:30;26/04/2024 23:30;Entregue com ocorrência
1430214;4;CD01;CD01;20/04/2024 00:00;1020377;UNISUPER UNIAO SUPERMERCADO LTDA ;716;Mora - Mora Repres.;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;37,669;848,9;8;20/04/2024 13:29;424049;;29/04/2024;Baixado pelo usuário EPDSOUZA;26/04/2024 23:30;26/04/2024 23:30;Baixada
1430213;4;CD01;CD01;20/04/2024 00:00;1020374;UNISUPER UNIAO SUPERMERCADO LTDA ;716;Mora - Mora Repres.;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;43,557;954,19;10;20/04/2024 13:29;424049;24/04/2024 06:52;30/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;26/04/2024 23:30;26/04/2024 23:30;Entregue com ocorrência
1430212;4;CD01;CD01;20/04/2024 00:00;1020373;UNISUPER UNIAO SUPERMERCADO LTDA ;716;Mora - Mora Repres.;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;60,139;1.175,74;13;20/04/2024 13:29;424049;24/04/2024 14:51;29/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;26/04/2024 23:30;26/04/2024 23:30;Entregue com ocorrência
1430211;4;CD01;CD01;20/04/2024 00:00;1020370;UNISUPER UNIAO SUPERMERCADO LTDA ;716;Mora - Mora Repres.;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;18,744;409,82;6;20/04/2024 13:29;424049;24/04/2024 06:50;30/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;29/04/2024 23:30;30/04/2024 00:30;Entregue com ocorrência
1430210;4;CD01;CD01;20/04/2024 00:00;1019799;DOCEAKI COMERCIO DE DOCES LTDA ME ;201;Osvaldo - LUNIER;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;227,958;2.793,77;22;20/04/2024 13:29;424049;24/04/2024 12:11;29/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;26/04/2024 23:30;26/04/2024 23:30;Entregue com ocorrência
1430209;4;CD01;CD01;20/04/2024 00:00;1019322;VANDA LUCIA MENDES COSTA ME ;201;Osvaldo - LUNIER;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;193,644;2.922,78;17;20/04/2024 13:29;424049;29/04/2024 10:07;29/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;29/04/2024 23:30;30/04/2024 00:30;Entregue com ocorrência
1430208;4;CD01;CD01;20/04/2024 00:00;1015098;BONTURIM E TALZI DOCES EMBAL LTDA M ;206;Marcos - LUNIER;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;173,457;2.170,78;18;20/04/2024 13:29;424049;24/04/2024 11:37;29/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;29/04/2024 23:30;30/04/2024 00:30;Entregue com ocorrência
1430207;4;CD01;CD01;20/04/2024 00:00;1015027;B A BARBOSA LTDA ;717;Humberto - Humbert´s;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;21,237;360,67;3;20/04/2024 13:29;424049;24/04/2024 06:53;30/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;26/04/2024 23:30;26/04/2024 23:30;Entregue com ocorrência
1430206;4;CD01;CD01;20/04/2024 00:00;1011474;GUIDOLIN E GUIDOLIN LTDA ;717;Humberto - Humbert´s;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;402,288;7.522,01;87;20/04/2024 13:29;424049;25/04/2024 14:49;29/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;29/04/2024 23:30;30/04/2024 00:30;Entregue com ocorrência
1430205;4;CD01;CD01;20/04/2024 00:00;1010046;SARTORI E MAGOSSI LTDA ;201;Osvaldo - LUNIER;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;1.068,14;11.309,28;105;20/04/2024 13:29;424049;24/04/2024 11:37;29/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;29/04/2024 23:30;30/04/2024 00:30;Entregue com ocorrência
1430204;4;CD01;CD01;20/04/2024 00:00;1008200;SEMPREFESTA ENFEITES E DECORACOES LTDA EPP;201;Osvaldo - LUNIER;Trecho 2;JETTA TRANSPORTES E LOGISTICA LTDA - Trecho 2;0;80,516;1.517,25;10;20/04/2024 13:29;424049;24/04/2024 14:55;29/04/2024;Baixa Web Jetta Transportes LTDA - Rafaela;26/04/2024 23:30;26/04/2024 23:30;Entregue com ocorrência
